customerid,firstname,lastname,address,priphone,secphone,email,custsince,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,risk
64-6949994,Del,Caig,4 Amoth Hill,106-821-6458,506-750-0246,delcaig@outlook.com,7/28/1994,less_0,12,prior_payments_delayed,car_new,250,greater_1000,4_to_7,1,female,co-applicant,2,real_estate,46,stores,rent,1,unskilled,1,yes,yes,No Risk
64-7166741,Micky,Boscher,4 Maywood Center,287-374-4223,559-284-4368,mickyboscher@outlook.com,7/25/2012,no_checking,38,prior_payments_delayed,repairs,9849,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,27,stores,free,2,unskilled,2,yes,yes,No Risk
64-7674638,Melissa,Frain,917 Del Sol Parkway,370-207-5810,453-681-7165,melissafrain@google.com,2/18/2002,less_0,20,prior_payments_delayed,radio_tv,2424,greater_1000,1_to_4,3,male,none,2,savings_insurance,38,none,own,2,skilled,1,none,yes,No Risk
64-9493422,Kerry,Kuschek,894 Maple Avenue,420-915-9772,714-636-2630,kerrykuschek@outlook.com,3/5/2011,no_checking,39,outstanding_credit,other,7688,unknown,4_to_7,5,male,guarantor,5,unknown,23,none,free,2,skilled,1,yes,no,Risk
64-9918620,Delaney,Spirritt,3878 Bashford Alley,330-418-3245,365-435-0191,delaneyspirritt@google.com,6/25/1990,no_checking,34,prior_payments_delayed,furniture,4765,500_to_1000,greater_7,5,male,none,5,savings_insurance,49,none,free,2,management_self-employed,2,yes,yes,Risk
65-2626293,Boy,Ordish,2 Dottie Court,742-800-0772,658-540-4767,boyordish@google.com,1/12/1997,no_checking,12,credits_paid_to_date,furniture,1934,500_to_1000,1_to_4,3,male,none,2,real_estate,47,none,own,1,management_self-employed,2,none,yes,No Risk
65-2736086,Barnabas,Winfindine,2 Little Fleur Hill,432-633-1267,149-408-1316,barnabaswinfindine@hotmail.com,7/23/1990,less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,co-applicant,1,real_estate,50,none,own,1,skilled,1,none,yes,No Risk
65-2908280,Findley,Rannells,78303 Kipling Junction,810-893-7002,364-292-2242,findleyrannells@google.com,10/28/2002,no_checking,26,prior_payments_delayed,radio_tv,6955,100_to_500,less_1,3,female,none,3,savings_insurance,39,none,own,1,management_self-employed,1,yes,yes,Risk
65-3249422,Leontine,Peiser,14 Gerald Crossing,282-287-0093,580-428-2749,leontinepeiser@google.com,2/5/2004,no_checking,14,credits_paid_to_date,car_used,3162,500_to_1000,4_to_7,3,male,none,3,car_other,34,bank,own,2,unskilled,2,yes,no,No Risk
65-4527599,Jennica,Goodday,75 Fuller Park,621-122-3203,890-170-5683,jennicagoodday@hotmail.com,10/2/1989,less_0,19,credits_paid_to_date,repairs,250,less_100,less_1,1,female,none,1,real_estate,48,stores,rent,1,skilled,1,none,yes,No Risk
65-4735616,Francoise,Bruins,72 Sutherland Crossing,686-360-1395,660-731-9507,francoisebruins@yahoo.com,8/17/2006,less_0,14,prior_payments_delayed,car_used,1369,less_100,1_to_4,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,yes,yes,No Risk
65-5197320,Elwin,Ballin,24668 Jackson Crossing,796-158-8670,651-539-4574,elwinballin@hotmail.com,1/28/2013,less_0,11,all_credits_paid_back,car_new,259,less_100,4_to_7,3,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
65-5618451,Denyse,Serrell,663 Farmco Crossing,174-257-8508,520-943-1852,denyseserrell@google.com,4/16/1986,0_to_200,6,prior_payments_delayed,radio_tv,297,100_to_500,1_to_4,2,male,none,2,savings_insurance,50,none,own,2,skilled,1,yes,yes,No Risk
65-5971781,Cordie,Shorrock,48 Scott Plaza,165-950-2905,488-705-5784,cordieshorrock@hotmail.com,7/4/1994,0_to_200,25,credits_paid_to_date,furniture,3908,less_100,1_to_4,2,male,none,3,savings_insurance,47,bank,own,1,unskilled,2,yes,yes,No Risk
65-6136326,Kennan,Litherborough,3 Acker Center,485-513-5228,165-638-6482,kennanlitherborough@google.com,11/2/2010,less_0,25,credits_paid_to_date,radio_tv,3143,less_100,1_to_4,3,female,none,1,car_other,28,stores,own,1,skilled,1,none,yes,No Risk
65-6481767,Melisenda,Cousen,58344 Algoma Hill,174-769-5118,848-712-3433,melisendacousen@hotmail.com,11/25/1985,less_0,11,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,54,stores,rent,1,skilled,1,none,yes,No Risk
65-7709356,Cassy,McGrirl,29 Cascade Terrace,629-146-7408,405-528-1497,cassymcgrirl@google.com,12/14/2015,no_checking,11,outstanding_credit,furniture,3203,100_to_500,1_to_4,2,male,none,4,car_other,28,stores,own,1,unskilled,2,yes,yes,No Risk
65-8703622,Veronica,Berwick,083 3rd Place,834-227-8031,504-938-2808,veronicaberwick@google.com,12/16/1980,no_checking,26,outstanding_credit,vacation,6184,500_to_1000,4_to_7,4,male,none,3,car_other,65,none,own,2,skilled,1,yes,yes,Risk
65-9823038,Corinne,Fulloway,94 Nobel Road,702-543-4543,398-254-0957,corinnefulloway@google.com,6/7/1993,less_0,20,prior_payments_delayed,furniture,1699,100_to_500,1_to_4,3,male,none,3,car_other,43,none,own,2,skilled,1,none,yes,No Risk
65-9928038,Karil,Halloway,8 Namekagon Circle,686-740-2251,775-703-3891,karilhalloway@google.com,3/6/2008,greater_200,24,outstanding_credit,education,8247,100_to_500,greater_7,4,male,none,4,unknown,35,none,free,2,skilled,1,yes,yes,Risk
65-9964463,Kristien,Marrows,6524 Ridgeview Court,966-539-3537,492-341-2133,kristienmarrows@google.com,1/16/2013,less_0,12,all_credits_paid_back,appliances,2148,less_100,4_to_7,3,female,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
66-2498856,Renault,Waddilow,578 Mallory Way,471-345-4380,737-912-6084,renaultwaddilow@yahoo.com,9/6/2013,no_checking,18,outstanding_credit,appliances,3063,unknown,1_to_4,3,male,none,4,savings_insurance,29,none,own,2,management_self-employed,1,yes,no,No Risk
66-3948094,Noam,Wharf,3500 Sage Terrace,181-160-1022,758-932-0976,noamwharf@outlook.com,11/23/2009,0_to_200,32,credits_paid_to_date,business,4766,less_100,1_to_4,4,male,none,4,savings_insurance,33,stores,rent,2,unskilled,2,none,yes,No Risk
66-4077238,Audrey,Jedrzejewicz,3 Gulseth Court,874-179-2731,850-664-8183,audreyjedrzejewicz@hotmail.com,6/1/1986,no_checking,41,prior_payments_delayed,appliances,3982,unknown,1_to_4,4,male,none,3,real_estate,55,none,own,1,skilled,1,none,yes,No Risk
66-4908576,Sergent,Mutton,04771 Vera Hill,801-815-0969,980-221-9078,sergentmutton@google.com,3/10/1981,0_to_200,35,prior_payments_delayed,radio_tv,3410,100_to_500,1_to_4,3,female,none,3,real_estate,56,none,own,1,skilled,1,yes,yes,Risk
66-7323235,Sher,Feldbrin,5409 Southridge Point,868-232-1061,686-963-4315,sherfeldbrin@yahoo.com,6/1/1993,no_checking,28,outstanding_credit,other,8404,500_to_1000,greater_7,4,male,co-applicant,3,unknown,40,none,free,2,skilled,2,yes,yes,Risk
66-7858235,Harrietta,Jacobowitz,3637 Utah Drive,857-498-5121,314-259-7027,harriettajacobowitz@yahoo.com,7/9/2006,no_checking,26,prior_payments_delayed,appliances,5325,unknown,4_to_7,3,male,co-applicant,4,savings_insurance,29,stores,own,2,unskilled,1,yes,yes,Risk
66-7866364,Adriano,Holcroft,4495 Nobel Road,203-468-6759,732-909-9402,adrianoholcroft@google.com,2/7/2000,0_to_200,26,credits_paid_to_date,car_new,1731,less_100,4_to_7,2,male,none,2,car_other,42,stores,own,2,skilled,1,none,yes,Risk
66-8742864,Shannen,Pummell,74532 Carioca Lane,728-398-2871,287-344-2055,shannenpummell@google.com,11/16/2003,no_checking,33,outstanding_credit,appliances,6132,unknown,greater_7,4,male,none,3,unknown,42,none,own,3,skilled,2,yes,yes,Risk
67-0053942,Dew,Warmisham,025 Spaight Road,578-466-2452,875-996-7327,dewwarmisham@hotmail.com,9/16/2014,no_checking,24,prior_payments_delayed,education,5750,100_to_500,4_to_7,3,female,none,3,unknown,23,none,own,1,skilled,1,yes,yes,No Risk
67-1494876,Broderic,Coverley,8 Kedzie Trail,205-576-2964,548-834-5137,brodericcoverley@google.com,5/9/1985,0_to_200,35,credits_paid_to_date,business,3740,greater_1000,1_to_4,3,male,none,3,car_other,51,none,own,2,skilled,1,none,yes,No Risk
67-3777968,Krista,Snalom,934 Vernon Lane,677-549-5463,704-202-6491,kristasnalom@yahoo.com,2/17/2013,0_to_200,4,prior_payments_delayed,car_used,1495,less_100,less_1,2,female,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
67-4143597,Annissa,Kretchmer,29 Norway Maple Pass,551-363-5227,518-869-1118,annissakretchmer@outlook.com,12/16/2003,no_checking,30,outstanding_credit,furniture,5179,unknown,4_to_7,4,male,none,5,savings_insurance,32,none,own,2,management_self-employed,2,yes,yes,No Risk
67-5503320,Marge,Davidge,86348 Continental Trail,639-105-0121,691-285-8346,margedavidge@yahoo.com,6/19/2001,less_0,21,prior_payments_delayed,furniture,2641,greater_1000,less_1,1,male,none,2,savings_insurance,41,stores,own,1,skilled,1,none,yes,No Risk
67-5855451,Ikey,Fayre,978 Walton Lane,253-962-3020,804-325-5952,ikeyfayre@google.com,7/3/2005,no_checking,29,prior_payments_delayed,appliances,8567,unknown,1_to_4,3,male,none,4,unknown,33,none,own,2,skilled,1,yes,yes,No Risk
67-6100641,Stace,Radish,803 Blue Bill Park Junction,753-171-3677,611-621-9525,staceradish@outlook.com,12/13/2006,less_0,12,all_credits_paid_back,radio_tv,250,less_100,less_1,1,female,none,2,real_estate,35,stores,rent,1,skilled,1,none,yes,No Risk
67-6181701,Niki,Clines,84 Dunning Drive,974-888-3035,287-217-6494,nikiclines@yahoo.com,7/23/2008,less_0,22,credits_paid_to_date,retraining,2145,less_100,4_to_7,3,male,none,3,savings_insurance,29,stores,own,1,unskilled,1,none,yes,No Risk
67-6316739,Fey,Waryk,12935 Schmedeman Hill,552-866-0727,953-671-9098,feywaryk@google.com,11/21/2012,no_checking,25,prior_payments_delayed,car_used,6780,greater_1000,4_to_7,4,male,none,3,unknown,30,stores,own,2,unskilled,2,none,yes,No Risk
67-7457280,Vikky,MacRinn,7891 Karstens Junction,861-918-8590,832-537-4745,vikkymacrinn@google.com,1/5/2015,less_0,20,credits_paid_to_date,retraining,4683,less_100,4_to_7,2,male,none,1,savings_insurance,19,stores,free,1,skilled,1,yes,yes,No Risk
67-8139299,Silva,Fumagalli,0822 Westend Drive,613-505-7707,596-218-4356,silvafumagalli@outlook.com,3/15/1986,0_to_200,25,credits_paid_to_date,furniture,3716,less_100,4_to_7,4,male,none,2,car_other,54,none,own,2,skilled,1,none,yes,No Risk
67-8277171,Burton,Cleever,0 Roxbury Pass,885-283-3803,593-841-4212,burtoncleever@google.com,7/8/1984,0_to_200,14,no_credits,car_new,3837,less_100,1_to_4,3,male,co-applicant,2,savings_insurance,58,none,own,1,skilled,1,none,yes,No Risk
67-8441198,Pascal,Duxbarry,124 Fulton Way,748-538-2614,379-115-5940,pascalduxbarry@outlook.com,12/18/1995,less_0,11,prior_payments_delayed,car_used,4576,500_to_1000,greater_7,4,female,none,3,unknown,50,bank,own,2,unemployed,1,none,yes,No Risk
67-8840893,Towny,Mundie,78881 Porter Place,577-308-6358,749-224-3077,townymundie@google.com,6/2/1985,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,savings_insurance,48,stores,rent,1,unskilled,1,none,yes,No Risk
68-0143763,Kincaid,Lloyd-Williams,18642 Sunfield Avenue,949-506-7670,262-421-5188,kincaidlloyd-williams@outlook.com,3/5/1990,less_0,5,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,45,bank,rent,1,unskilled,1,none,yes,No Risk
68-1594299,Arni,Pencott,61053 Sachs Parkway,872-756-6490,915-782-2503,arnipencott@google.com,8/25/1983,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,58,none,rent,1,skilled,1,none,yes,No Risk
68-2625238,Lorene,Leyton,730 Miller Hill,557-367-9704,921-255-4316,loreneleyton@yahoo.com,7/17/2013,0_to_200,20,credits_paid_to_date,car_new,1704,less_100,1_to_4,2,male,none,2,savings_insurance,30,stores,own,1,unskilled,1,none,yes,No Risk
68-4090737,Doralia,Saffrin,79694 Luster Parkway,227-755-2342,307-148-1894,doraliasaffrin@hotmail.com,11/25/2008,no_checking,28,outstanding_credit,appliances,5783,500_to_1000,4_to_7,4,male,none,5,car_other,28,stores,free,2,unskilled,2,yes,yes,No Risk
68-5129765,Mac,Dulin,73371 Miller Trail,249-189-0131,418-114-0386,macdulin@yahoo.com,11/19/1997,0_to_200,13,prior_payments_delayed,car_new,1782,less_100,less_1,2,female,none,3,real_estate,43,none,own,2,skilled,1,none,yes,No Risk
68-5147980,Lonna,Mahedy,07 Buhler Pass,342-979-1768,936-181-9327,lonnamahedy@hotmail.com,1/1/2012,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
68-6397616,Janene,Ellacott,26373 Summit Road,828-606-0445,325-578-1350,janeneellacott@google.com,10/20/1982,no_checking,31,prior_payments_delayed,furniture,7782,greater_1000,greater_7,4,male,co-applicant,5,unknown,55,none,own,2,skilled,2,yes,yes,Risk
68-6934463,Noellyn,Putt,08 Welch Circle,894-440-1571,405-125-3081,noellynputt@google.com,3/18/2010,less_0,22,credits_paid_to_date,radio_tv,250,500_to_1000,unemployed,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk
68-7102537,Ingar,Lordon,4 Canary Way,822-485-6981,559-704-8389,ingarlordon@google.com,3/2/2014,less_0,4,credits_paid_to_date,vacation,250,less_100,less_1,2,female,none,1,real_estate,29,none,rent,1,skilled,1,none,yes,No Risk
68-7466686,Arvin,Cumberbatch,35090 Tennessee Way,483-965-6328,866-690-4421,arvincumberbatch@google.com,4/27/2004,greater_200,17,outstanding_credit,radio_tv,3282,500_to_1000,greater_7,4,male,co-applicant,3,savings_insurance,29,none,own,1,skilled,1,none,yes,Risk
68-8639276,Ginni,Burgin,78542 Oakridge Drive,544-562-2675,704-113-5267,ginniburgin@google.com,6/22/1992,no_checking,8,credits_paid_to_date,car_new,2040,less_100,1_to_4,3,male,none,2,real_estate,45,none,rent,1,skilled,1,none,no,No Risk
68-9762146,Adolphus,Critchell,1692 Laurel Junction,161-794-4387,570-644-4334,adolphuscritchell@google.com,11/11/1999,no_checking,24,prior_payments_delayed,car_used,4981,unknown,greater_7,4,male,none,5,unknown,45,none,own,2,unskilled,2,yes,yes,Risk
69-0612341,Mora,Michin,70405 Everett Pass,169-782-5318,605-142-4868,moramichin@outlook.com,9/18/2011,less_0,4,all_credits_paid_back,car_used,3384,100_to_500,unemployed,1,male,co-applicant,1,savings_insurance,27,stores,own,1,unskilled,1,none,yes,No Risk
69-2026821,Betteann,Romke,9 Russell Avenue,752-962-3632,484-260-0070,betteannromke@hotmail.com,7/22/2011,0_to_200,23,credits_paid_to_date,repairs,4401,500_to_1000,4_to_7,3,female,co-applicant,3,car_other,30,stores,free,2,skilled,1,none,yes,No Risk
69-2554182,Greer,Fiddiman,6 Sloan Court,649-430-3930,520-841-8347,greerfiddiman@yahoo.com,5/11/1981,no_checking,33,prior_payments_delayed,furniture,4514,500_to_1000,greater_7,4,male,co-applicant,5,savings_insurance,61,none,own,2,skilled,1,none,yes,Risk
69-2692237,Massimiliano,Cathenod,73915 Loomis Street,142-990-6063,758-386-7828,massimilianocathenod@google.com,3/27/1991,less_0,11,prior_payments_delayed,vacation,5537,less_100,4_to_7,4,male,none,2,unknown,46,none,own,2,skilled,2,yes,yes,No Risk
69-2728251,Kamillah,Romeril,2 Miller Hill,119-359-9120,723-966-1973,kamillahromeril@yahoo.com,5/8/1990,greater_200,14,prior_payments_delayed,car_new,3511,100_to_500,1_to_4,2,male,none,3,savings_insurance,48,none,free,2,skilled,1,yes,yes,No Risk
69-2863433,Caressa,Akess,06 Anderson Trail,857-226-8203,967-767-4188,caressaakess@google.com,3/9/2004,no_checking,43,credits_paid_to_date,radio_tv,4875,unknown,greater_7,4,male,co-applicant,3,car_other,34,none,own,3,skilled,2,yes,yes,Risk
69-4008163,Gael,Burr,44802 Carey Center,184-896-8709,298-286-3255,gaelburr@google.com,4/2/2001,0_to_200,4,all_credits_paid_back,radio_tv,1061,less_100,less_1,1,female,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
69-4362964,Em,Beste,931 Warrior Parkway,908-117-6389,602-336-2055,embeste@hotmail.com,11/3/1995,0_to_200,16,prior_payments_delayed,radio_tv,3328,less_100,1_to_4,3,female,none,3,car_other,48,bank,own,2,unskilled,1,yes,yes,Risk
69-7372198,Diahann,Grastye,2752 Spaight Point,703-730-8384,244-474-5911,diahanngrastye@yahoo.com,4/13/1984,no_checking,34,prior_payments_delayed,education,4244,500_to_1000,greater_7,4,male,none,3,savings_insurance,49,none,own,1,skilled,2,yes,yes,Risk
69-7496267,Deanne,Whyler,19 Anthes Circle,126-613-0389,646-115-9229,deannewhyler@google.com,5/8/1999,0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,42,none,rent,1,skilled,1,none,yes,No Risk
69-7502337,Grant,Eadington,39720 Anthes Plaza,370-672-7759,287-922-8350,granteadington@yahoo.com,8/3/1982,less_0,12,prior_payments_delayed,furniture,1808,less_100,4_to_7,3,female,none,2,car_other,59,none,own,2,skilled,1,yes,yes,No Risk
69-8000250,Hamish,Shyram,58 Schurz Plaza,558-111-8977,665-487-7603,hamishshyram@google.com,4/6/2002,greater_200,4,all_credits_paid_back,car_new,3692,500_to_1000,less_1,3,male,none,2,real_estate,41,none,rent,1,management_self-employed,1,none,yes,No Risk
69-8178038,Felike,Whipple,693 Onsgard Park,586-166-4357,622-713-3870,felikewhipple@google.com,7/9/1991,less_0,4,prior_payments_delayed,vacation,250,500_to_1000,less_1,2,female,none,2,car_other,45,none,rent,1,skilled,1,none,yes,No Risk
69-8260767,Page,Ledford,19623 Annamark Circle,658-939-6047,754-495-4247,pageledford@outlook.com,9/23/1983,less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,53,stores,own,1,skilled,1,none,yes,No Risk
69-9642339,Melisandra,Dundendale,5 Talmadge Street,377-599-3940,448-924-6943,melisandradundendale@google.com,10/24/2008,no_checking,25,prior_payments_delayed,business,5084,100_to_500,greater_7,4,female,none,3,savings_insurance,31,none,own,2,skilled,1,none,yes,Risk
70-0918340,Randolph,MacMaster,2 Victoria Alley,122-906-7190,229-545-9373,randolphmacmaster@yahoo.com,11/7/2014,less_0,8,all_credits_paid_back,car_new,1996,less_100,unemployed,2,female,none,1,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk
70-1663582,Mozes,Andreini,5294 Talisman Avenue,428-511-9504,103-300-8426,mozesandreini@yahoo.com,5/9/1999,no_checking,30,outstanding_credit,repairs,8382,500_to_1000,greater_7,5,male,co-applicant,4,car_other,43,none,free,2,management_self-employed,2,yes,yes,Risk
70-5316581,Jobye,Cordaroy,274 Corben Alley,520-657-1957,755-910-6213,jobyecordaroy@google.com,1/7/1989,no_checking,27,outstanding_credit,appliances,8268,500_to_1000,4_to_7,4,male,co-applicant,5,unknown,51,none,own,2,management_self-employed,1,yes,yes,Risk
70-6032370,Chandal,Saberton,2 Anzinger Park,353-770-7308,325-587-9304,chandalsaberton@google.com,8/11/2011,less_0,4,all_credits_paid_back,car_used,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,32,stores,rent,1,skilled,1,none,yes,No Risk
70-6447833,Trumaine,Hitter,3 Di Loreto Center,745-622-1247,415-627-4867,trumainehitter@google.com,4/16/2011,less_0,14,all_credits_paid_back,car_new,4120,100_to_500,4_to_7,2,male,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk
70-6984876,Ricardo,Quartly,39188 Forest Dale Street,535-787-5901,602-728-6884,ricardoquartly@hotmail.com,7/6/2008,no_checking,36,outstanding_credit,radio_tv,6138,greater_1000,greater_7,5,male,co-applicant,5,car_other,28,none,free,2,skilled,2,yes,yes,Risk
70-7828468,Web,Hinge,36 Goodland Avenue,761-180-2517,125-180-3101,webhinge@outlook.com,7/9/1981,0_to_200,21,outstanding_credit,car_used,5162,100_to_500,1_to_4,2,female,none,3,savings_insurance,61,bank,own,1,unemployed,1,yes,yes,No Risk
70-8801041,Sabina,Hellin,91910 Independence Center,674-560-0207,462-648-2067,sabinahellin@hotmail.com,9/11/1982,greater_200,29,prior_payments_delayed,furniture,3775,greater_1000,4_to_7,3,male,none,4,unknown,61,none,rent,1,skilled,1,yes,yes,Risk
70-8825471,Bennie,Martinho,5 Bartelt Center,475-435-5620,610-615-9672,benniemartinho@yahoo.com,3/3/1994,no_checking,19,credits_paid_to_date,furniture,2378,100_to_500,1_to_4,3,female,none,3,real_estate,48,none,own,1,skilled,1,none,yes,No Risk
71-0398640,Granny,Spaight,7 Anniversary Road,291-278-1682,583-123-2192,grannyspaight@google.com,4/26/1995,less_0,23,credits_paid_to_date,car_new,2401,less_100,1_to_4,3,female,none,3,car_other,39,stores,rent,1,skilled,1,none,yes,Risk
71-0521946,Robb,Liveley,2 Lindbergh Crossing,503-673-7656,722-587-3073,robbliveley@google.com,2/5/1983,less_0,11,prior_payments_delayed,car_used,3098,less_100,1_to_4,3,male,none,3,savings_insurance,59,none,own,1,skilled,1,yes,yes,No Risk
71-1323771,Conroy,Pinard,69 Rutledge Center,159-416-7302,887-158-6189,conroypinard@outlook.com,7/27/1996,less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,male,none,2,savings_insurance,41,stores,rent,1,skilled,1,none,yes,No Risk
71-1460798,Didi,Dadswell,4 Brentwood Point,914-951-1612,294-221-6508,dididadswell@google.com,12/18/1995,no_checking,27,credits_paid_to_date,business,3750,100_to_500,1_to_4,4,male,none,3,real_estate,40,none,own,1,management_self-employed,1,none,yes,No Risk
71-1792781,Konstanze,Stanex,774 Golf View Parkway,833-657-0274,976-698-1024,konstanzestanex@outlook.com,2/21/1995,no_checking,34,all_credits_paid_back,car_used,5841,100_to_500,4_to_7,3,male,none,4,savings_insurance,40,none,own,2,skilled,1,yes,yes,Risk
71-2131281,Kellina,Test,3 Eastwood Drive,644-381-5392,405-277-3418,kellinatest@outlook.com,10/26/1982,no_checking,30,outstanding_credit,radio_tv,6657,unknown,greater_7,4,male,none,5,car_other,59,none,own,2,skilled,2,yes,yes,No Risk
71-2347994,Eartha,Cadman,505 Warbler Park,568-856-4873,518-102-2095,earthacadman@google.com,3/14/1995,0_to_200,4,no_credits,car_new,4981,less_100,less_1,3,female,none,2,car_other,40,none,own,1,management_self-employed,1,none,yes,No Risk
71-2847902,Irene,Neeve,889 Mcbride Court,478-706-9567,851-216-9197,ireneneeve@yahoo.com,12/21/2015,greater_200,32,outstanding_credit,furniture,6563,unknown,greater_7,4,male,co-applicant,5,car_other,27,none,own,2,management_self-employed,2,yes,yes,No Risk
71-4036441,Witty,Binnall,89081 Southridge Road,763-684-2964,497-791-6838,wittybinnall@yahoo.com,1/5/2006,less_0,30,prior_payments_delayed,car_used,2246,100_to_500,greater_7,4,female,none,2,savings_insurance,39,stores,own,1,skilled,1,none,yes,Risk
71-4204535,Candace,Dunn,44 Kingsford Plaza,754-627-7862,139-809-8296,candacedunn@google.com,2/14/1986,less_0,4,all_credits_paid_back,education,442,less_100,less_1,2,female,none,2,savings_insurance,56,none,rent,1,skilled,1,none,yes,No Risk
71-4499568,Miguela,Stronghill,27403 Holmberg Point,297-845-3963,211-284-1147,miguelastronghill@yahoo.com,2/5/1986,no_checking,26,prior_payments_delayed,car_used,3875,500_to_1000,4_to_7,4,male,none,2,savings_insurance,57,none,own,2,skilled,1,yes,yes,Risk
71-5426986,Roxanne,Addionizio,1 Clarendon Court,280-293-6032,463-929-5206,roxanneaddionizio@google.com,3/9/2000,no_checking,33,prior_payments_delayed,furniture,5933,greater_1000,greater_7,4,male,none,4,unknown,39,none,free,2,skilled,1,yes,yes,Risk
71-8348180,Jessie,Chattington,2327 Rigney Way,705-162-6570,196-624-0471,jessiechattington@hotmail.com,10/18/2006,no_checking,16,outstanding_credit,car_used,7282,500_to_1000,less_1,4,male,none,5,car_other,39,none,free,2,management_self-employed,1,yes,yes,No Risk
71-8508100,Leeann,Ciani,8892 Cody Circle,770-172-4622,642-490-3790,leeannciani@yahoo.com,6/16/1994,no_checking,37,prior_payments_delayed,furniture,6254,500_to_1000,4_to_7,3,male,co-applicant,4,savings_insurance,51,none,own,2,skilled,1,yes,yes,Risk
71-9082181,Adelind,Borlease,82 Morning Crossing,137-132-7240,189-530-0540,adelindborlease@google.com,3/10/2006,no_checking,44,prior_payments_delayed,retraining,3395,500_to_1000,4_to_7,4,male,none,2,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
71-9199068,Walliw,Licari,4 Mcbride Circle,834-986-6004,980-760-0844,walliwlicari@yahoo.com,6/4/1989,less_0,18,prior_payments_delayed,car_new,250,greater_1000,greater_7,2,male,none,2,car_other,44,stores,own,1,unskilled,1,none,yes,No Risk
72-0507333,Olivero,Skechley,24533 Monica Hill,540-373-6859,577-777-8127,oliveroskechley@yahoo.com,7/24/2006,greater_200,21,credits_paid_to_date,radio_tv,2635,greater_1000,greater_7,4,male,none,3,car_other,39,none,own,2,skilled,1,none,yes,No Risk
72-1218265,Imojean,Charon,86 Fallview Lane,923-259-4676,461-728-3800,imojeancharon@yahoo.com,5/12/2013,0_to_200,4,all_credits_paid_back,car_new,250,500_to_1000,less_1,1,female,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk
72-2118999,Cornelius,Flockhart,19 Oneill Street,174-900-8029,363-168-2727,corneliusflockhart@google.com,3/8/2000,no_checking,27,outstanding_credit,business,6520,500_to_1000,greater_7,5,male,none,5,car_other,39,stores,own,2,unskilled,1,yes,no,No Risk
72-3069900,Daisey,Dalloway,1 Carpenter Trail,829-806-8413,640-549-1473,daiseydalloway@google.com,8/10/2007,no_checking,32,outstanding_credit,appliances,6886,500_to_1000,1_to_4,4,male,none,4,unknown,28,none,own,2,management_self-employed,2,yes,yes,Risk
72-3152798,Barnett,Plumbley,18 Haas Street,756-636-1597,905-758-3658,barnettplumbley@hotmail.com,2/16/2012,no_checking,38,outstanding_credit,radio_tv,4113,greater_1000,greater_7,4,male,co-applicant,3,car_other,22,none,free,2,skilled,1,yes,yes,Risk
72-6505351,Larry,Lacase,810 6th Alley,393-513-5716,524-877-6187,larrylacase@hotmail.com,6/19/1983,less_0,16,prior_payments_delayed,car_new,3203,less_100,less_1,3,female,none,2,savings_insurance,59,none,own,1,skilled,1,yes,yes,No Risk
72-6748500,Si,Bamber,2943 Pawling Parkway,527-349-8222,600-156-3198,sibamber@yahoo.com,12/10/1998,no_checking,39,prior_payments_delayed,furniture,6483,500_to_1000,greater_7,4,male,co-applicant,3,unknown,36,stores,own,1,unemployed,1,yes,yes,Risk
72-8723182,Calida,Beldam,8 Eastwood Terrace,204-562-2362,557-136-5435,calidabeldam@outlook.com,9/11/1982,no_checking,33,prior_payments_delayed,appliances,7072,greater_1000,greater_7,4,male,co-applicant,3,savings_insurance,51,none,free,2,skilled,2,yes,yes,Risk
